review,label
jaldi login hi nhi hotaaj  ko din try kiya login hi nhi hua,0
app not working properly,0
not able to login using pin or biometric,0
please provide a facility to transfer tickets to close people other than our family and also provide a facility to change our name online ,1
any time update ticket pd mei nhi nikalne laga hai ab  se aaj tak sahi nhi karsa hai,0
very good,2
ye app time se and ek bar me login ho jaye wo hi bdi baat h,0
best ,2
very slow,0
rail safar,0
this is very useful app,2
i have download latest version but application is not working properly many processes but opening this app and also face vande bharat train ticket meal preference compulsory no option to select no meal why  and refund ticket time app additional charge,0
good,2
very poor too much time taking to open this app,0
worst experience with this app worst worst worst,0
it was a very bad experience i couldnt even login it just kept showing checking credentials and at the end it also got disconnected,0
app is not working properly validation is taking too much time,0
do not let me book ticket in these dayskeeps spinning even the biometric or key is successful losing patience literally utter pathetic experience,0
app is slow and loading please the government of india please dont recommend it to irctc,0
logging in has become a task in the latest version of the app current process is do at least  tries still fail to login then go to irctc web page and do booking,1
very slow,0
improve app server data storage,0
not properly working ,0
good,2
useless app,0
app doesnt let me login for a while,0
for the past few days login has become really tough kindly resolve the issue,0
its not working in my pixel ,0
it is not login easily very disappointing,0
so bad experience now days app opening remains in processing like forever,0
not opening,0
buffering for long time even for train search app is not like to use if minus rating support ill definitely rate in minus,0
the application has a lot of issues it doesnt work properly or respond on time i am facing an issue with the irctc mobile application it is not working properly  the app often hangs doesnt respond on time and sometimes fails to load completely,0
very good ,2
theek se kam nahi karta inka app na to karmchari,0
very slow these days,0
error error error ,0
doesnt go beyond pin validation the screen only keeps running at validating pin and then time out happens and again asks for pin validation horrible experience,0
worst service experienced during login,0
app doesnt lets you login and keeps revolving around validating pin unable to book ticket since past  days,1
very very slow app take whole day to singing in even in updated version and internet speed is too fast,0
login is not happening even though i tried with otppin  biometricin a month able to login only  times,0
validity pin forever does not wants us to use the app irctc,0
useless not able to login after multiple try,0
login problem,0
validating pin just loading all the time could not even able to login into account,0
after selecting confirm only if berth is allocated option after the payment it buffered for some time and got wl ticket then what is the use of that option just scamming extra amount in the name of cancellation charge,0
login problem it keeps on validating and unable to login,0
after installing app i am facing log in issue several timein android phonein apple ios working fine,0
not working cant login app since last  month only showing validating,0
very slow and it keeps asking for the unlock code,0
very poor login,0
unable to login since last few weeks screen only shows checking credentials but even after waiting for long time application does not move ahead to next screen even deleted the app and reinstalled still same issue kindly check and confirm,0
not working properlyquitely disappointment menot opened,0
too much login need and login problem so irritating,0
good,2
nice,2
good,2
not good,0
irctc walo app banaya hai ya kuch or isko fast karo very slow app isse badhiye to kisi or merchant acha book ho jata isme bhi kuch innovation kar lo,0
the app is repeatedly keep on waiting on the validating pin not able to login every time need to install and uninstall the app,0
it is not working it just keeps buffering either in validating pin or in availability search and in some other point irctc is the worst,0
very helpful,2
facing problem the app doesnt allow to login from last three weeks  shows just verifying the pin then automatically disconnects the user please check what is the issue and the solve the problem as soon as possible,0
not working all time,0
problem in login everytime i hv to resort to forcestop for login otherwise it keeps rolling endlessly  checking credentialsvery pathetic experience for a very important app,0
pathetic,0
not working properly,0
the app is not allowing to login it gets stuck in validation of the pin and does not load please fix this issue asap,0
after update not showing availability just roaming,0
login inside apk is a real problem,0
very slow,0
very bad everytime i ve to uninstall this app for tickets after one hour same issue searching wait,0
adhar link not working,0
all the need to re install the app to open it taking too much time to verify captcha code reported my issue at help desk but no response received,0
i have most of the bitter experience i am sorry to say that if there is another option we will choose that only,0
app is worst not even getting since  months ie in oct ,0
super,2
unable to login very average performing app,1
app doesnt work,0
app is not opening showing validate pin,0
        ,0
nowadays it very hard to login just shows valiating pin and then time out,0
im not able to login the app its showing validating the pin but now login through,0
best railway app,2
pathetic appwebsitenot allowing to reset the password if i try to reset the password the error is showing the account does not exist if i try to login with a valid passwordpin its kept struck at login page  raised multiple support tickets all are closed without resolution still login not working in mobile app lot of users are facing the same issue  instead of fixing the issues you people are creating new bugs and killing the users my rating is  only no customer support too,0
third class app,0
worst app doesnt work at all this exactly shows how the railway works in this country,0
great app for ticket booking,2
now a days it has become worst always shows validating pin but doesnt login,0
not able to login showing validating pin for last one week pl address this issue immediately,1
ye app apni marji ka malik hai iska mud hota hai tab hi aap use kar sakte hai isko,0
really very disappointed wasted my money while doing tatkal bookings developers need to look into all the issues this is a central government app right so please look into it,0
achcha app hai,1
not able to login to the app stuck in validating pin page the issue has been ongoing for the last  days,0
app not working unable to login from th oct,0
pathetic to say the least the app is not letting me log in and has been validating the pin since ages not sure if this issue would ever get resolved,0
please resolve login glitch,0
i m unable to login since last  weeks showing validating pin,0
railway minister sir if you have any shame then please have mercy on the poor suddenly the server is down while booking tickets what is happening,0
the app is just not working  i am trying for last  days but its not logging in,1
irctc account adhar not link unable to request problem,0
very good,2
login issue,2
worst app to use for booking a tatkal ticket also login issues everytime these people are ready for charging the ticket fare even it is not confirmed also but can not make an app without being hanged please do not use this app atleast you can use redbus app for booking train tickets,0
at the tatkal ticket booking time this app really gets crash,0
very good and so quick,2
varye slow,0
very worst experience all time its validating pin and unable to login irctc not responding properly even though many feedback received by usres,0
this was such a superb app before now its not working,0
tatkal time paisa le lete h ticket nhi krte baad me refund krte h  very bad app dont use this,0
why its not logging in its showing validating pin not a server issue manage the app properly,0
shame on you irctc even after charging extra for maintenance your site fails every time during tatkal booking  seats show available but after selecting from master list or at payment it keeps loading  even with  mbps speed problem is from your side yet you deduct money put ticket in tatkal waiting then charge cancellation too maybe aliens get seats not us after aadhaar verification,0
too lag server of this app not working properly very bad,0
good,2
cant open,0
worst  product and always server down while booking ticketing from irctc this is very poor and hopeless,0
nowa days very slow just buffers only,0
good,2
recent times app doesnt log in it shows validating pin i cant book tickets what is the reason kindly update it,0
it is very bad app if you are booking train tatkal ticket by irctc app not open and send massage  error there seems to be a connection issue with your request  plz try after some time,0
very bad app  amount on booking time deducted but ticket not book,0
play store ka subse ghatiya aap,0
not working seriously,0
worst app,0
worst,0
,2
useful best app ,2
worst experience tatkal ticket,0
worst app rubbish   app         book     connection error     bug     ,0
very worst always asking for login and otp we enter the correct otp is invaildlogin is too tough to hurry booking,0
worst application not working properly facing login issue facing errors while booking tickets,0
the worst app for indians to reserve your seat on any train in india indian government policies fails everywhere,0
now a days i am facing difficulties in login into app it takes a lot of time in validating pin its quite distressing dont know how long this issue i have to face i am a frequent traveler do needful at earliest correcting the app,0
logged out during booking my takkal ticket  waste app,0
faltu app hai aaj tak mera ek bhi tikit nhi book hua hamesha error dikhata hai,0
very bad open speed in tatkaal ticket booking time,0
paisa khau application,0
app working just like government very disappointing,0
faltu system hai ticket book nahi ho ta hai jai ho india aab line me lagoo kaam chod k,0
very bad experience this app,0
so many updatesi have problem with this app when iam booking tatkal ticketswe can give zero rating,0
worst app to book tatkal ticket whenever i start book tatkal ticketseats are enough but till complete booking ticket sold out,0
dose t open validating pin and not working properly,0
you should give good quality breakfast and meal,2
too much bugs,0
once it is showing unable to process you ip adress in invalid on booking time remaing period is ok worst app waste time it is suitable genaral and platforms tickets,1
edit  this seems to be an intermittent issue i was able to proceed on further qttempts validating pin and availability check action just keeps loading for ever this week the app has been unusable request immediate resolution it is not a network issue but an irctc app issue with the browser it works fine,1
not proper function as it before,0
                                         i have been trying to book tickets from tatkal for the last two days but the app is so bad that it takes  minutes to deduct money from my ewallet i am not getting any tickets anymore,0
mobile app is unable to validating pin please resolve,0
i havent get my refund yet it is showing refunded most of the time it happened,0
ye app kyu hai suvidha dene ke liye ya pareshani today i tried to book tatkal tickets for my parentstickets were available details were right all the steps including payment were done by  and it started processing paymentwhich took  mins resulting in a waiting list of  and  which has hardly any change of confirmation,0
bahut hi ghatiya app hai login hi nhi hota,0
always stuck always slow,0
now a days app always showing validating pin not able to login,0
i faced worst experience ever with this app as it is not trustworthy for booking i booked  tickets and the payment was successful still it did not hot booked and the reason they showed the payment was not confirmed from the bank end i will not refer this app to anyone at any circumstance to use this app my booking was urgent and the available seats are less than  or something its a very bad experience from such an official app also i recommend other apps other than official app,0
starts dysfunctioning whenever i try to book tatkal,0
cant believe it is the official irctc app handled by goi they should have invested some money and tech in the app the app is so glitchy and slow cant book my tickets properly on time on this app,0
frequent changes in the policy why do we need to update the adhaar and pan details every time we try to book this is adding extra steps while booking with the new rules of  days limit of ticket booking its always full and to book tatkal these additional steps always create problem and finally by the time you reach to the main page of booking tickets are already gone,0
thard class app hai iske wallet me paisa kabhi mat dal bekar hai irctc app isse accha ap thard party hai kam se kam sahi se chalti toh hai ye ap me ticket book ho ya na hoo apka payment kat jayega or ticket bhi book nhi hogi or logout kar dega ek dum ghatiya app hai ye,0
worst application it doesnt work during tatkal hrs,0
my humble request to irctc is please improve or make faster the system and service while booking tatkal tickets,1
worst app and service i have ever seen pathetic,0
a nightmare for users,0
no management,0
whenever i reached at payment app log me out automatically this happened every time until no seat available irctc need to pay attention to this serious issue i would like to give zero stars to this app but there are no such options,0
bahut sundar,2
maha ghatiyaa app,0
how lovely irctc is destroying this app to benifit third party apps and agents,0
many users are currently facing login problems with the application based on my experience heres a quick and effective solution go to your phones settings navigate to apps and select the application youre trying to use tap on storage select clear cache  do not clear data open the app again and try logging in this method often resolves login issues without affecting your personal data or app settings ive tried it myself and found it helpfulplease give it a try,1
very very bad service of irctc,0
now this app not working properly please do needful action,1
this days app is not working properly validating pin is coming and not allowing to login,0
this is the worst ever app im using in my phone cant able to cancel the ticket i booked im trying to login for  days but couldnt able to login trying to raise a equery support but seriously that equery platform also sucks totally this app is waste,0
login issues pop up says validating pin for long time,1
im using galaxy s running on latest android  and the app is updated to its latest version but im noticing an issue to login it detects my biometric but just gets stuck at validating pin when uninstallreinstall it works perfectly for that moment and after a while when i reopen the app its the same again stuck at validating pin i restarted my phone several times and tried all the basic troubleshooting but no luck pls help,2
very complicated and do not support even right details,0
good,2
not able to login entering pinit shows validating pin for a long timeeach time user name and password required started this problem recently,0
login does not work  i would give  in ratings but sadly no option,0
   these days the app doesnt let you login easily it shows validating pin for a long time and finally will not permit to login the issue has been observed since past  weeks and is still not resolved moreover now a days the website through which tickets can be booked is also not easily accessible sometimes the relevant url to book tickets may not be available quite disappointing pls do needful,0
there seems a bug in this app cannot be opened the phone needs to restart every time for this app to open,0
previously it was ok but with latest update its not allowing to login  validating pin for long time and its not login in please address this issue on priority  not able to book the ticket,0
most irritating app i have ever seen in my life though this app works for central government of indialots of advertisement on every single step of booking if you are trying for tatkal reservationand by mistake if you touch that advertising bar your whole hard work will be wasted captcha loading captcha in tatkal reservation sucks a lotit takes  mins to load that captcha though youre having a good internet worst user interface experience after latest update,0
i m doing trai from  days for aadhar pan card updation but no message otp coming from irctc side poor service,0
best app,2
worst app not open while want to open,0
not able to login,1
not working app very bad service,0
excellent performance for train tickets and catering purposes,2
bad ,2
unble to login,0
nice,2
this app helps me to book confirmed train tickets anytime sitting at homeno need to go to tickets counter and stand in queue i like this app,0
worst appcant login,0
password bhulne k baad login karna impossible,0
worst app,0
major bugs in login the app is not able to validate the pin at all and every time in the app i need to relgin fro the start after reinstalling it y too much time,0
not working even after installing again and again,0
login time is very low please update and solve my issue,0
irctc rail connect app will be not open bad experience for customer,0
facing problem to logintakes long time to login and performance has been degraded,0
ek number ka bakvas app hai koi kam ka nahi,0
day by day this app is becoming lazy,0
now days i couldnt book tatkal ticket through this app whenever i try getting error stating  this site is currently unreachable please try aftersometime note earlier i used to book tatkal ticket using this app,0
    slow,0
not log very fast,0
ghatiya app,0
all the government apps are becoming worse day by day being unable to use,0
unable to login since last  days pin validation issue worst app experience,0
its the worst app it never works whenever i login with my id it shows verifying but it will not open so its better to book through irctc website only dont trust this app and depend on this app for booking tickets in single word its a useless app,0
validating pin show all the day i cant login,0
worst experience,0
the irctc app is so frustrating it always gets stuck on the validating pin screen while trying to log in ive reinstalled cleared cache and tried multiple times  still the same issue please fix this bug soon its impossible to use the app like this,0
nowadays the application doesnt open at all it takes longer time to login as well and it wont allow for aadhar authentication which has become mandatory for tatkal booking there are many technical glitchesbugs which need to be fixed,0
not working just loading and unloading,0
worst app not working on the time,0
during aadhaar authentication i faced problem so that my family trip was cancelled,0
the app is getting worse day by day even after so much advancement of technology the validation process after entering pin is so long and disappointing very dull and time taking process for login please improve jai hind,0
very bad app ,0
login not working worst app,0
,2
bad express everything is not work  wrong username wrong password login this way but you are wrong faking full headache,0
since past few days we cant even login to the app it just shows validating pin and doesnt allow login,0
if there would be any option less than  i would have given that worse platform ever but you have book your reservation through them only you cant do anything just be dependable and get affected,0
error account  india irctc ,2
good,2
worst application,0
what the hell is wrong with this app it just keeps on loading on the login screen,0
 oct se bahut dikkt aarhi h automatically logout maardeta h unable to process request ip client problem btata h ,0
,2
very bad,0
no meal option not available for vande bharat trains please fix it,0
worst app not useful for tatkal booking,0
nice,1
very bad experience in the app,0
unable to login in the app for the last  days only it keeps processing after giving login details but if i delete and reinstall the app  it logins for a few times again the same login issue and keeps processing its really a bad experience now at the time of tatkal ticket booking always the server issue or slowness for starting  minutes,0
very bad and slow never use this app,0
day by day irct provide us third grade service log in ho ni hota everytime saw validating pin not a useful site nowadays,0
login issues,0
unable to login in app,0
worst,0
now a days neither login happen in one go nor it displays the seats kept crashing even in non tatkal hours pathetic app,0
tried uninstalling and reinstalling app multiple times at the time of login in page is stuck at validating pin,0
if you can login on time you are lucky  daily i am checking my luck through this app,1
bakwas hai kabi v jarurat k samay kam nhi aattaa hai pata nhi kitna ghumtey reheta hai kuch v search karoo ghumtey reheta hai,0
app is very slow process,0
since the last update the app doesnt let me sign in on the first try i have to restart it every time before logging in which is really inconvenient especially when trying to book tatkal tickets,0
good,2
i dont understand what is the fascination of irctc app and its love for failed transactions i have  refund pending mtlb not everyone is rich we students have limited money usse hi reservation karate hai usme bhi paise refund m chle jaate hai aur ptaa chle jb tk paise dobara aayenge tb tk tickets chlii jaeyengi but they love to torture us never they can improve their app and its thousands of technical issues it doesnt even deserve one star only minus points,0
the app is very good but recently i am facing issues after one login i have to force stop the app clear storage and then login again,2
by the way its a government official application then why they are running ads on this app,0
now a days it is not working properly we can not chech availability as before,0
very bad,0
not working properly,0
im trying to login its not allowing me to do that,0
it is not opening after several attempts since  weeks before that it was very goodcan this be corrected,0
pathic use of this app is really waste of time tying to book ticket but login failed if login by chance then not showing seat availability irctc officials have to concentrate on this issue,0
it keeps showing validating pin,0
recent version is closing automatically after searching two to three trains,0
why keep on loading the latest version the app after biometric authentication in validating pin  its not getting logged in,0
can not book tatkal ticket site is always unreachable can not create e wallet try so many times please help,2
very good ,2
latest version keep veryfing pin post entering for too long even endless also plz rectify this,0
unable to login ever since new update,0
when all time to book tatkal tickets showing many tickets but everytime is service error and not get any confirm ticket,0
unable to login after entering pin it shows verifyingbut unable to login,0
app not working opening when i am entering the password please resolve,1
time to help app,2
unable to login getting error like validating,0
sahi hai,0
irctc is a third class servicesome days i am trying to login but there is no responselong time processing  finally show incorrect username or passwordwhy this negligence with ustry to solve this issue or totally close the irctc service hope you understand clearly,0
always not working on tatkaal booking time ,0
since few days im facing issue login in to the app its taking a lots of time to login,2
worst app ever i had seen because the app is not opening whenever needed and in tatkal time not opening the app,0
this app is horrendous during diwali ticket booking i tried booking for godan express  or  it appears all the ticket gets pre booked within  seconds of reservation opening though i tried booking at sharp  am i was not able to get one ticket too as it seems its just a formality to show the seats are available and everything gets booked in less than  seconds and the common man never gets the ticket in such trains its all suspicious which requires deep digging,0
from the last update it is not even logging in properly kindly notice the issue and rectify,0
itna paissa tax or ticket ka lene k baad v ek application sahi se nhi chla rahe hai railway wale  tatkal ticket to hota hi nhi h  sbse bada fraud to railway me hi ho raha h lekin koi bolta hi nhi h ,0
unable to login very often,0
not logging in for ten days,0
best,2
very very poor service any time not open,0
not able to log in,0
last couple of days i am trying to open the app but it isnt opening,0
app hangs while network is full,2
from last  days i cant login app only surfing,1
best of booking tickets,2
mobile not working proper,0
biometric eska le hi nhi rha hai bahut hi ghatiya hai ye aap,0
very good,2
very slow to login,1
aadhar authentication not happning,0
app is not functioning properly we facing much difficulties in booking ticket also serching for availabilty,0
good,2
there are too many loading issues with the app it is the dirtiest app ever created in the world,0
from the last two months i am unable to open app,0
apps so ,0
very good app for people conveniance travelling,2
 october  se this app is not propper working,0
this is very bad application and very bad services on this app,0
fake citizen uses urctc application longin time is very long and irritation passanger,0
worst apptatkal booking every time its showing session expiry while payment,0
i will it can maybe slower than other train booking apps and site but i trust it because its genuine,2
app not working properly,0
can not copy pnr live status of train not present tickets confirmation prediction not present,0
good ,2
it is worst app,0
very very poor availability search keeps me wait for hours i have tested practically this particular app is useless to check availability of seatsbirths in trains,0
very ill experience,0
every time i make booking it will allot randomly  even middle seat also which is very uncomfortable  and authenticate user has problem it will never authenticate  im writing this review while traveling only this time also i have been allotted middle seat bad app experience with this govt app and much more disappointed with our irctc hence they literally allot random seats they have to work on this until this  the service is not at all considered they are just making money,0
this version has login issue,0
good,2
trying since many days not able to authenticate in the app through pan or aadhar,0
today on  th october i have been trying to login into the app but not once it was successful cursor keeps surculing wround and wround,0
mai jab bhi login krta hu validate bohot samay tak dikhata hai or login nahi ho patahar bar app uninstall krke firse install krna padta hai,0
not at all opening always lagging,0
app cant open properly and take to much time to validating password solve the same issue,0
from past month none of the operations are working not able to login i dont understand how this is not being addressed as the issue persists since more than a month,0
what the use of irctc application at the time of tatkal booking literally server not availableworst experience it has use only to check train schedulerather than booking is impossible pls dont trust irctc application,0
good,2
cant book tickets,0
the app is not working properly its only reloading since the system has given  minutes individual tatkal ticket booking facilities but unfortunately its not working on time and anytime when we open the app  not working,0
not able to search train,0
please help me logout in my device redmi k my mobile is lost,2
frequently facing the login issue after entering the captacha only can see the popup for validating captcha and will not login in and cant see errors too,0
app not working from last  dayskeep on asking pin and captcha ,0
after putting login mpin it tells to change password after entering new password it asks for send otp which is send on email now to see otp the irctc window has to be reduced but once otp is seen from email the otp window in irctc is gone so how does one change password,1
app not working properly some days,0
very worst experience every time when i try to book tatkal tickets after completing the full process even payment complete but at the end result is same not booked every time server crashed my suggestion to our government please increase server size on peak time to handle traffic,0
very good,2
easy  good for booking tickets,1
nice,2
i cant reset my password when i click to change and write new password they sent otp on my old gmail account which was i already deleted permenently,0
good,2
good ,2
good experience,2
tatkal ticket booking time slow ho raha hai waiting ticket milta hai,2
unable to login,0
worst app ever ticket was booked but chart is not prepared  review this is by far the worst app experience ive ever had the irctc app doesnt function properly at all i booked my ticket but one ticket on waiting so i cancelled ticket but not refunding my money booking no ticket no refund nothing the app keeps crashing loading endlessly and gives messages after taking the payment customer support is useless response or resolution,0
app mast hai,2
mahafaltu application that i have ever used,0
now was not able to login  as the verification page is not getting updated doesnt go further to the login page,0
very good,2
a poor quality app difficult to navigate and fails to connect to server often the app fails to login every time and stuck at validating pin prompt on oppo find x,0
wrost app,0
useless app for tatkal booking big scam to hold hard work money of people in wallet,0
this app is fraudulent today i attempted to book a ticket twice under the tatkal quota for the rajdhani express on november st it showed  seats available but both bookings failed despite this a total of  was debited from my account twice and i have not received any refund yet this is the kind of service we are gettingthis has been my worst experience if it wasnt for my urgent need i wouldnt book a single ticket through this app,0
worst app,0
very good performance,2
irctc application very slow service,0
late confirmation of paymentus chakkar me dusra ticket book krta h insaanaur phla b confirm aur dusra b confirmtatkal me aisa hi ho rha h,0
i logged but not open,2
adhar authentication is not happening after multiple try,0
na kare janab na kare khuda ka kauf kare etna late trains indian railway aap kuchh sahi karne se pahle sharm kare,0
excellent,2
superb,2
worst app ever,0
when i update app i faced login issue not working properly automatically backed   time trying then login i not booked tatkal ticket booking normal time is not working automatically backed,0
login using pin or fingerprint gets stuck on the validating pin screen it works only after reinstalling the app but the issue reappears once you try logging in again with pin,0
no tatkal ticket book,0
best,2
not able to login in,0
poor site cant trust,0
these days the app doesnt let you login easily it shows validating pin for a long time and finally will not permit to login the issue has been observed since past  weeks and is still not resolved moreover nowadays the website through which tickets can be booked is also not easily accessible sometimes the relevant url to book tickets may not be available quite disappointing,0
this is absolutely pathetic i had to book tatkal tickets in an emergency and the application kept on showing the wrong user or password to the same google saved password that i always use finally blocking my id for a day when i needed it the most useless maintenance on top of that whats up with linking the adhaar for ac tiers being mandatory and unable to send the verification code to the number of tried linking it to the account  on maintenance ui and servers,0
it take to much time to open and is hanged most of time its required,1
third class management i m not give  starpoor poor poor,0
password change           try    otp       password    worst experience,0
pathetic app i found login problem last a week but no response by app,0
ticket book karna hn mere ko,2
support,2
while redirecting from payment app to irctc app for the booking tatkal ticket irctc app got logged out and ticket was not booked,0
worst ever app i used till date,0
the worst experience with irctc app because many times when you are booking ticketthe payment get debited from your account but ticket is not booked and the amount come in your account after  daysand even you cant do ticket booking againthere is rule you can book only one ticket between and we got trapped in irctc ticket booking system,0
worst app,0
very nice ,2
biggest scammed ,0
the app is not allowing me to login whether i use captcha or login with otp the app takes an eternity just to check my credentials  and just keeps on rolling earlier it was a smooth experience but right now it is hell,0
this is not an app its baba sheer,0
in the irctc app when you use your wallet amount for booking the amount gets deducted instantly if the booking fails it takes around  working days to get the refund which is inconvenient also theres no option to transfer the wallet balance back to your bank account  customer care just says to use it for your next booking but i travel only once a year so the wallet money just stays unused there should be an option to withdraw or transfer it back,0
worst app while booking tatkal tickets it server goes down,0
not opening only validating pin is coming,0
before the tatkal ticket it crashes automatically,0
faltu system hua hai ab tatkal ticket nikalne ko mene wallet me balance add bhi kiya lekin ticket book karne time seat show hi nahi hui  min ke bad show hui to book karne gaya tab tak regret hogaya,0
very bad app please update tatkal formet very bad app ise achha game chalta hai mb wala,0
worst app,0
gets logout on tatkal booking on clicking slac bearth available option irctc rail connect app always have some conflict while ticket booking this is a new issue i have using latest version of app,0
tumhare karm nhi h rating mangne k kutto salo,0
this app is made to be as useless and stupid as indian railways so that people can be looted of their money,0
worst app and service during tatkal bookings it wont let book tickets as they need to sell it in black,0
worst app i ever seen  everytime i want to book ticket it get crash or server issues and also for tatkal booking only buffering,0
stuck at login,0
worst experience ever,0
disgusting app if i have an option to give this app a  rating i will give it even i could open this before agents were allowed but since they regulated new rules we could not open app while booking tatkal in this festival season it is the worst app,0
unable to give  star please ask again later,0
we had a compulsion to use this app but if there is an alternate option personally ill never use this app worst app,0
the aadhar card authentication is not working through this app i tried many timesplease help,0
worst app ever,0
maja nhi aa raha hai,2
tatkal timing app not working,2
super,2
good,2
maximum time payment deducted but booking failed very poor and bad experience,0
unable to verify adhar details,0
always login issue in validating  server issue while booking tatkal tickets,0
there is no option of negative stars i give  stars  simply making fool and its totally fraud you can cannot transfer the money from wallet to account why it is so,0
sabse bekar,0
worst app ever experienced there should be a zero star option,0
really indian railways this was not expected from you we guys faced lot of trouble in linking adhar card to book tickets  even after login in tatkal we can not make it faster just because too many agents and too many peoples trying at same time just after  minutes i was not able to connect to book tickets and that allby the time all the  available tickets were book  dont you have shame indian government and railways  somebodys family got emergency some body got there exams,0
good,2
very bad app when i try to book tatkal ticket website crash,0
ghatiya app,0
worst app never works when you need,0
designed in such a way that it can make as much a waiting list as possible by showing errors ,0
rubbish app not able to login this app,0
tatkal servel is very slow and,0
now days not working properly even for login validation it takes more time and while booking tickets the amount is getting deducted and ticket is not booked,0
recent facing login failed issue,0
i am unable to login in this app very slow,2
my account was blocked with the reason provided as multiple fraudulent activities when i rarely even use irctc after multiple followups that went for months they still didnt unblock the account dont know how their fraud detection works but the system is very bad i had to create a new account with a new contact number and email and now this app is not even working for me,0
not able to login  just doesnt trow any error but out of  times only  time i am able to login be it any time of the day,0
very slow app  times have to put log in credentials after that also you might not be able to open the app,0
u cannot add money in wallet it says maximum  can be deposited or minimum  can b depositedso whn u try to deposit any amount in your e wallet it says max can be deposited,0
not able to login from last  days is there any issue,2
not working properly since  days not able to login easily in the app after putting the right credentials as well i think they are promoting other thirdparty booking apps and website,1
oky,2
working very slow since last few days,2
not able to link aadhar to book tatkaldespite having everything perfectdont know whom to contact for this poor app,0
disgusting app for ticket booking,0
after the latest update it is very difficult to login it is like it gets logged in if you are lucky and if logged in it can get hang anytime and again we have to log in please fix,1
worst app always buffering cant able to book tickets,0
slow and worst app,0
bahut slow kam karta hai,0
nice,2
worst app,0
kuch kam ka nahi,0
the irctc app is fine but when i have to book a ticket early in the morning the app never opens,2
often a new version is updated apps do not work properly it contains showing unable to process the request it is reflected when i login to the application this is a bad experience,0
its good,2
app is not loading first time,0
no words to describe trying to authenticate user since ages but its showing unable to process,0
very wrost app dont use,0
this is worst app not able to login to app itself such a worst bug app,0
not open timeli,0
good,2
irctc aap bhut time lagta hai open hone me please solve this problem,0
earlier it was one of the best apps in my phonebut now from past  month the app is the worst app ever it doesnt work i couldnt book even a single ticket even though i had emergency to travel,0
worst app,2
etna khush khas nhi hai har bar waiting hi dikhata hai,1
bad,0
nice helpful,2
very bad service is now irctc app not working properly,0
app was not opentry to open lot of timesback to login pagepls improve,0
rd class app every time create log in issue please dont use this app,0
best ticket booking app,2
showing validating pin and not login worst app,0
good helf full,2
know a day ircts app not working properly again again we have to logout and come out from the system doing multiple login after that app will open for this not able to book the tatkal ticket i request to please work on this and make easy for passenger to make the ticket,0
aadhaar authentication is not working unable to process your request,0
kindly fix the pinvalidation issue quickly else there are multiple apps available to shift to its getting extremely frustrating day by day this app doesnt let one log in easily keeps validating pin and finally stops,0
application not open after pin  digit what is the reason my bookings in this application and ewallet is available balance,0
poor,0
like sarkari app very annoying ghatiya,0
one of the most pathetic app it only shows error doesnt matter if you try to authenticate or try to login,0
not able to login irctc app even after changing password and updating the app facing this issue for the past  weeks and tried to re start the phone as well but still not able to login to the same  check and sort out the same at the earliest ,0
application is not opening since a week not logging in at all kindly resolve,0
mobile ticket booking app not working even raised many complaint to irctc equery with user id phone no use  they ask send screenshotdone many times  calleron worst service to customerno careno repliesworstvery horrible experiencevery bad,0
app takes too much time in loading biometric authentication successful validating login continuous loading,0
not able to login in my account since last  days,0
application not proper working,0
login issue and adhar authenticate problem,0
better than better,2
there is no option for window seat selection in irctc app for vande bharat train specially for kids who like to seat in window,0
worst app,0
adhar card link nehi hota ,0
nice  you app ,2
for the last couple of days i cant login to my account simply its showing validating the pin not at all getting login the government has poor management,0
good,1
it worked fine beforebut after the latest updateit just doesnt log in i have set biometric as well as  digi pinit just says validating pin endlessly why i have to uninstall and then reinstall itthen works for some then and the problem repeatsvalidating pins round and roundit wont open,0
very bad service for pass members,0
not able to login its taking to much of time,0
train platform par hai chart not prepared show ho raha hai kya bakbas app hai,0
application is getting logged in st attempt need to restart the application then login is happening,1
best,2
app is not working it was not available to authenticate taking more time than expected,0
not able to login forget password or username id option not available,0
it always stuck while opening the app,0
app is not logging in despite repeated attempts tried uninstalling and installing it again also,0
worst experience with this app very slow takes too much time in processing or login,0
worst app of irctc forever not working at all,0
used to be a good app now complete nonsense keeps validating pin for hours but doesnt validate anything,0
not even deserve a single star better handover this application to any good company,0
very worst app  poor  every time tatkal tiket booking time server issue and normal ticket also not available  st day maximum time irctc do fraud with booking agent  booking agent transfer quata m ticket book krke ticket bechte h extra amount lekr,0
aadhar verification not working very bad app  railway services,0
why no food option is hidden from premium trains just to loot money ,1
torture,0
so slow,0
not open irctc app automatically cress,2
good app,2
really great app and very big changes,2
very bad ui and very much ads,1
deducted money without any ticket booking no support no return,0
mere account se pese kaat gye booking krne pr lekin na ticket book hua na kuch show kr rha ka kuch pta chal rha us pese ka na booking ka bohot bekar app hai pese khati hai,0
please fix the app ,0
excellent,2
kya naatak hai re tumlog kakahan se laau naya naya password baar baarchange password change passwordgame chal raha hai kya,0
log in              ram         login    big bug tatkaal ke samay bhi lod out kar deta hai sarkari aap hai koi sunbai nahi hai koi kuch nahi karta,0
not able to login using biometric it pin it was working before few days stuck at validating pin,0
app stopped working  im not able to login,0
the app has slowed down it keeps and keeps on validating the pin but never actually does what once was a simple app has stopped working,0
worst app,0
good app,2
good and friendly use,2
